QUARTER,City,City,latitude,longitude,name,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020
"Turkey, Iskenderun",Iskenderun,Iskenderun,36.57806,36.174845,Iskenderun,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,1.026058836,10.99134174,9.457296254,9.788272713,10.75015886,10.75324825,11.58518974,11.61739558,12.32317709,13.08402313,13.08402313,12.51787115,13.14675469,15.06907791,15.87343933,15.38679884,16.97942044,16.93066408,24.09201325,24.04508174,25.13421695,25.78490552,25.92319804,25.94102137,21.1541028,28.29202525,22.01687583,22.37499503,23.49104806,25.54142092,25.59411053,27.15693721,27.15476985,26.5242494,26.98508018,26.91481326,26.94816352,25.79756164,25.57075378
"India, Pipavav",Pipavav,Pipavav,20.938859,71.477041,Pipavav,5.35121465,5.248852453,11.62567537,15.32909866,16.60866541,16.87995554,16.85782583,17.17787492,18.08134656,18.48908743,18.66789162,18.88936633,17.31586727,17.50813363,18.31862248,18.87420768,19.26980664,18.79908408,18.8956398,19.6310023,19.93167204,23.74774911,23.44039165,22.8189395,23.36842769,19.87921138,19.57371154,19.3427736,20.12680731,19.57941102,19.67897697,19.67244908,19.71800735,20.0983465,20.96671809,21.33310443,22.43638448,22.33695811,27.22357602,22.19870378,21.65636426,22.70163812,22.98763476,22.1267844,24.02731329,24.96578771,25.9403284,26.13728245,27.29189435,23.93047504,24.46977446,24.92161701,24.47715605,26.44572436,24.19250194,24.18581525,23.90755465,24.00327658,25.48363349
"Australia, Fremantle",Fremantle,Fremantle,-32.055871,115.746169,Fremantle,11.85478925,12.34022304,12.7159888,12.7180108,13.89616362,14.36775428,15.09542065,14.81822974,14.88115599,14.86861698,15.93454503,15.78810786,17.08098049,15.64515088,15.71960848,16.16258699,15.94224561,16.40677749,16.40333705,17.28455245,17.28322035,17.92433904,17.98187172,17.01977398,16.48926828,16.98488647,16.93402179,17.16683685,18.28124256,17.69695198,16.81669348,16.84383978,19.52746241,20.10827954,17.25192413,20.56520171,18.60404346,19.14840015,19.27535294,18.78529768,19.95087154,21.22796556,21.57104054,22.10824726,23.54547958,20.839862,23.37100507,20.55159494,20.56359358,20.48326238,20.60651637,21.69854648,21.63100482,21.6186413,24.03433135,24.2172939,22.84277169,23.54623424,25.36654813
"Pakistan, Port Qasim",Port Qasim,Port Qasim,34.2249,-5.71041,Port Qasim,13.8570118,15.38106324,14.8772673,14.90839647,13.73221636,16.59953766,15.77473772,15.75325799,15.40261888,15.31420882,16.48354711,16.29780881,19.93633963,15.86292728,20.23856248,15.86102495,19.77506364,19.49958045,19.60236332,19.41212982,20.12896731,19.56645515,18.82082117,17.54117877,18.63062551,18.99429988,18.51228451,18.32700571,18.63556739,18.0135446,18.15524138,18.18029473,18.16850016,18.27103697,18.3606978,19.30885981,21.88180762,24.51603282,24.68100027,25.19278243,25.65221506,23.97259015,24.57701067,25.501649,25.40739341,25.3507345,25.63022531,23.52735598,26.38404453,26.42715743,24.67259792,25.29715588,24.72182489,24.72871195,24.72631749,26.48827767,26.50146714,25.5795628,25.34558783
"Benin, Cotonou",Cotonou,Cotonou,6.367682,2.425229,Cotonou,11.46232228,9.819172938,9.842435684,10.80043516,10.3473788,10.5341134,10.30424777,10.28214306,11.14969695,11.08810164,10.24225671,10.05902329,10.28124646,11.48436114,11.65760586,11.7631789,11.10983601,11.72162316,12.30509181,10.80456024,12.31054302,12.42656471,13.20614052,13.43061084,13.63083485,14.92537177,13.87453307,12.91890549,13.08948124,13.30982432,14.89490791,14.88513059,15.06598093,16.74692451,17.26346718,16.57703591,16.28795892,16.79243187,17.60092827,16.32722337,17.4891717,16.90474315,17.16498959,16.79144214,16.14398161,16.4821694,16.45157703,17.26135161,17.4210504,17.12983992,18.42671509,18.13540184,17.42673104,17.33142101,17.87488084,17.66772505,18.04891037,18.1296869,25.22734636
"China, Taiwan Province of, Taichung",Taichung,Taichung,24.163292,120.64791,Taichung,22.91461042,22.69061795,21.57282156,20.83816983,19.21678039,18.32467347,19.87014675,19.82873678,19.90626876,19.76119401,18.29505433,18.66932747,21.65679435,20.08464815,19.90966719,20.34223456,20.17981968,20.175644,21.04818987,20.91463911,20.88414687,21.30504485,20.33347357,20.12007035,19.38594684,19.06678096,18.67477855,19.16284116,18.24764959,18.71202505,21.49568785,18.34547721,18.5331564,17.97732685,21.66436046,21.46752503,21.79764518,20.76644039,20.86041264,20.69587358,21.50464248,21.7015952,22.23913623,23.68833524,23.48953401,21.43228553,21.41472306,22.3556167,22.36068825,22.1891005,22.2137377,23.39856548,23.28315159,24.16849286,24.09068136,24.28523453,23.8303747,23.83086485,24.93850244
"Italy, Naples",Naples,Naples,40.844116,14.2423,Naples,21.3098857,25.31125739,26.21113961,27.38825759,26.55667678,26.53338001,26.06840391,26.53653072,24.34983435,25.93650505,26.98518442,26.05049288,26.59478686,25.94722612,25.15981725,25.48464802,27.81871612,28.04334496,28.63178782,35.17663919,37.28856132,28.22186345,21.9420896,20.60937232,20.7993807,21.50259355,20.82919236,21.12708383,19.84127032,19.92249911,19.59263353,20.21365221,20.18220257,23.21750032,18.40925366,19.48118895,20.02512264,19.81064472,19.69849727,19.77900122,20.11204515,22.03459936,22.07762489,21.67944596,23.67835118,21.81450707,23.38042248,21.2805939,21.74207722,24.15914318,23.49656398,24.04297357,25.14458257,24.83404691,24.71742396,25.15164113,24.69127259,25.06690047,24.76809694
"United States of America, Port Everglades",Port Everglades,Port Everglades,26.096701,-80.127502,Port Everglades,24.7185746,26.31072107,25.79816857,25.52903841,24.63342922,25.58176461,25.48875071,25.30482149,24.52911501,24.55662466,24.83967961,25.17149199,24.14990587,23.81006731,26.1531954,24.74388172,24.60409442,25.02239838,25.05160871,24.68450283,24.81612357,27.33561693,24.85126526,23.98225519,23.49424742,26.68003909,23.32773538,26.1415557,22.93659972,26.41265425,24.76920858,25.05078726,25.51927785,28.11541924,28.08139967,25.26653512,28.90497344,29.43932316,29.21037155,23.7945098,24.20633606,24.68891474,25.19647566,25.85222177,26.04509648,28.00124772,27.65553874,28.10448663,27.97716208,24.4749569,23.7754279,27.26774541,27.36499746,27.2451043,23.9008824,23.90823547,24.38591167,23.53933474,24.45331103
"Chile, Valparaiso",Valparaiso,Valparaiso,-33.046248,-71.619803,Valparaiso,12.63935007,12.14162552,11.79452543,11.86469275,12.84778874,13.42925333,13.19296206,13.4278785,13.26020496,14.64926776,15.25911496,14.35990603,15.13052269,15.46540279,16.13909979,16.27080011,17.13532923,18.40692947,15.69028171,16.98028079,18.26264885,18.30408946,17.89148741,17.73317277,17.99039741,18.15965699,18.56684862,18.65655253,18.39964271,18.36162798,18.54506826,18.54506826,18.78548728,19.5955657,19.30541954,21.74864918,24.30932002,24.02688588,24.93569842,23.93914663,22.84136067,20.90348376,19.67270762,19.03824195,24.29810933,24.71152577,26.0822916,27.02652328,27.05034395,26.42334042,26.8816328,25.90617358,25.87463468,25.91694126,24.5778669,24.06962395,23.95461147,24.07944972,24.07709341
"Chile, Iquique",Iquique,Iquique,-20.213962,-70.152472,Iquique,12.34840602,12.70445161,11.83894024,11.84336909,13.00703079,13.22103549,12.71358208,12.42435992,11.96893204,13.24905925,14.65540598,14.79957272,14.71492466,14.34519139,14.41887475,13.89999236,14.45379233,18.76679677,14.86621476,16.32161043,17.93621711,19.59701473,19.34190967,24.76288627,23.76823402,24.24932135,23.85076925,24.77167585,23.7754887,24.13229537,24.05147781,24.01328064,23.96115699,24.49495766,24.60785867,24.50249024,23.92314804,24.1073313,23.59298951,23.35999641,22.3837625,19.91552557,20.1269427,20.11248459,20.10379419,22.02052051,21.83585487,21.83585487,21.85538047,30.38500943,25.1139319,25.11275039,25.11522847,25.11394995,24.98034391,24.68502108,24.04977191,24.05516089,23.96774316
"Turkey, Gemlik",Gemlik,Gemlik,40.430165,29.15707,Gemlik,16.92012461,17.61697305,21.54109126,21.58109466,20.97439223,21.54685015,21.80574789,21.76363999,18.67446689,18.87157559,18.63974226,18.74196094,18.46525725,18.27650938,14.67068994,14.79171169,14.78225513,15.13607252,16.03538932,16.62659202,20.88483595,21.10710045,20.16398911,20.8183739,20.80538605,20.40451516,19.14109858,19.61757287,20.5477894,20.03113556,18.70215742,19.86425258,20.50160596,20.56011988,20.4886876,24.28680439,21.03496944,21.70901097,22.93563051,23.1498941,22.05259216,22.63637109,22.49060537,21.22177099,22.89627087,23.48205984,23.08359408,23.80951624,28.31859966,25.87365223,26.42860521,25.02039634,24.89387871,25.55361023,25.35888873,24.73191002,24.36343326,24.48279414,23.62540182
"Bahrain, Bahrain",Bahrain,Bahrain,26.066799,50.511398,Bahrain,6.744473707,7.61470501,7.546045485,7.546045485,7.873645985,6.941355462,6.953974831,8.196260278,8.218277588,7.974560084,8.295000007,7.178119497,6.088466394,6.011063841,10.95401431,10.67904856,10.33390691,17.36847191,17.34415522,16.7178175,17.10885491,16.90744465,16.61565605,16.94522039,17.50594916,16.91636072,20.96206803,16.94699763,21.91482196,23.12487953,23.05363111,23.08991881,22.89116977,22.95904684,23.06383437,23.07954313,22.65445124,20.49545446,20.26018447,20.78899949,20.0320941,20.89827434,20.26547541,9.900167935,10.78139273,30.58198868,29.85107087,29.86555285,30.49152747,29.77636895,29.78522258,29.3408351,24.70450841,24.65630597,8.690094332,9.068957451,9.047069914,9.025130014,23.22823008
"Brazil, Itajai",Itajai,Itajai,-26.911788,-48.666985,Itajai,18.84882752,19.11445959,19.69572095,20.14612195,19.84109959,21.78784536,20.08969862,20.2763053,24.67174229,17.99438166,17.92169701,17.73114056,14.21285727,14.37524142,14.92150596,12.62715028,14.88117167,13.83247155,18.00691464,17.55347897,19.33144267,20.35945857,17.13418763,19.52250475,16.74406281,23.33183492,23.33263428,22.16836038,22.67348525,23.26665955,24.41253833,24.78624496,23.27661222,23.83597688,23.45031241,23.46015948,23.46202489,23.71046684,20.93575758,20.88154855,21.31758708,22.2041394,22.2041394,21.2737897,23.40965355,23.24984523,26.82518109,26.35459542,25.14708614,25.34120577,24.9633434,27.12355802,25.71307593,26.10451464,26.16994341,26.1555629,23.7861351,23.62822578,23.19531555
"Guatemala, Puerto Quetzal",Puerto Quetzal,Puerto Quetzal,37.334807,-121.888128,Puerto Quetzal,13.87558,13.90092934,11.95702751,12.06774527,12.06468394,12.32926843,12.5393274,12.54322187,12.54020723,12.16890468,12.20838141,11.97269281,12.54368711,13.93128814,14.09907797,14.20996859,14.61833876,14.6618441,11.95918061,11.69315409,12.74538335,13.43986308,13.49248793,10.29155512,9.727375328,9.037838196,8.698626306,9.180598641,9.436859836,14.13981041,14.48577479,14.10993594,13.2407126,15.45860568,15.28277033,15.46860429,15.47467586,14.59862249,14.59885143,14.65532144,14.88682999,15.36664655,15.3815306,14.32344603,14.69998913,15.51359037,16.7525027,16.75467039,18.07581197,19.74000332,19.20121539,19.20467936,19.67530872,19.21712038,19.16476178,19.05069362,18.7759807,18.78068198,22.63958445
"France, Réunion, Pointe des Galets",Pointe des Galets,Pointe des Galets,45.950281,-74.401479,Pointe des Galets,11.31370849,11.40297738,11.38598728,11.29520629,12.8479696,12.6066808,11.57502252,11.91758781,11.91880888,11.65149826,12.55647663,12.59606267,15.58292926,13.38274117,13.53883282,13.9436675,12.78990598,11.54286925,12.3691737,13.31907408,14.04379046,14.101911,13.03035722,14.01787596,7.902565802,13.6424449,13.22044459,13.35520586,15.25294221,15.05253305,14.22607124,14.38803062,17.10085657,16.9271278,13.8728131,17.08336018,15.4469117,16.81568054,16.88787437,16.79513863,16.72094209,24.51580024,23.86126667,23.05549481,25.63463141,22.99369391,22.68158933,22.48094922,22.38333479,20.38686857,17.08035301,17.08246596,17.20933807,17.22749456,17.23064005,22.87471579,22.28615414,21.80482781,21.70028786
"United States of America, Mobile",Mobile,Mobile,30.688943,-88.044822,Mobile,7.63321636,7.63321636,8.203903652,8.903891932,7.84177902,7.72570358,7.570444227,7.570949525,7.571376861,8.245379346,9.739520642,11.04929311,14.01120521,13.40109377,12.22313743,11.83625273,11.99615897,11.98781761,13.77885221,13.23393566,14.20652123,15.73739306,15.85898111,15.36847338,15.25351958,14.58060591,17.83320453,20.73080785,16.54236471,19.29336778,16.58258166,16.5810471,16.85514526,16.79673188,19.77912399,17.3377567,17.66783855,17.66783855,18.02958553,18.03025672,18.09033538,18.54744009,19.20421736,18.51306377,18.52158286,21.45736878,21.46789768,21.52641215,21.87548914,20.99096482,21.02723057,22.89990789,23.09383677,21.50372379,20.96843455,20.94233816,21.04719926,20.86791892,21.69845765
"Brazil, Sepetiba",Sepetiba,Sepetiba,-22.9666,-43.699902,Sepetiba,17.35285959,17.11223225,17.01816179,17.92789768,16.59073735,16.47348502,16.24131514,15.83314565,15.83314565,17.00305025,17.5384943,17.28459286,16.24306099,16.3374943,15.92590945,15.54856779,15.09194069,15.47391316,15.90268194,17.76604349,17.95758632,18.9897679,16.08400704,18.24026441,11.53500075,16.30221603,16.36033359,16.5838648,17.4587077,21.35851148,21.36267077,21.41017688,20.94895429,24.77529457,22.86597978,11.36441601,11.36468718,11.36468718,20.57320113,22.41813331,22.10636631,20.8171864,24.33618511,24.28217311,24.14964354,24.71616957,24.95792646,25.99616657,26.00329307,25.17260143,25.17691127,25.232474,23.40364527,23.79508399,23.861704,23.856875,22.28581026,21.61087955,21.69150299
"Mexico, Ensenada",Ensenada,Ensenada,31.860742,-116.624825,Ensenada,12.05596137,13.18002082,12.36854404,11.8645938,11.6847798,11.69014774,11.8002714,12.64572387,12.96132806,12.95966555,11.87230512,10.80412311,10.85745865,11.94616966,11.9258774,13.22171106,13.2262758,15.18791808,14.85618719,14.84089476,12.50515606,12.50515606,12.72324906,12.7308329,12.82540279,15.44801156,15.45638302,14.75434432,13.79399785,13.7932478,15.40372082,15.46748543,15.46382006,15.47444092,15.46930067,15.36216416,15.42075548,17.76997062,19.95078895,20.13752652,20.64258757,20.24687668,21.21616283,21.52906111,21.59376489,23.02095702,23.0264523,23.60017439,22.91276746,23.84374216,18.88409811,20.42727162,23.45311006,24.56124819,24.54516623,24.61373603,30.24561393,20.81809985,21.0111068
"South Africa, Port Elizabeth",Port Elizabeth,Port Elizabeth,-33.94346,25.53274,Port Elizabeth,14.60990347,14.73307682,14.58589469,14.84729088,15.21911566,15.46315668,15.25431428,15.41158111,15.61882636,17.20280595,17.25024243,16.62992823,18.23539938,17.60291532,18.02942057,17.58644998,17.60301296,17.61762366,17.56470555,18.79686893,20.9621902,20.65695082,20.24613025,18.33649219,18.70400713,18.32499191,18.1600549,24.37350023,28.01084139,28.41094264,25.28802084,24.36856695,17.03265136,19.85573846,21.38752654,22.23342505,22.55650252,24.20525196,24.46857145,23.74243788,23.82789883,23.57498988,20.31551093,21.73395816,21.70741726,22.82756961,21.74603972,23.13476351,22.92755579,22.21741299,24.83223899,23.60678619,27.68887495,24.87544549,24.92466755,23.17269546,20.17865638,20.95249525,21.00841825
"United States of America, Philadelphia",Philadelphia,Philadelphia,39.951061,-75.16562,Philadelphia,14.13857533,14.8374641,14.46109456,13.91430177,12.98829264,13.14602403,13.33092079,13.96975871,13.97305137,13.27306462,13.00413889,12.48980768,11.41897006,13.27394121,14.42195049,14.73486837,14.220729,14.9404157,14.94067165,14.83078063,15.66516128,18.66755723,14.98240235,15.03501661,14.86754809,17.21552107,13.66992892,13.3319172,14.99343262,15.51386485,15.51600943,15.76111333,15.64411791,19.0543347,19.51309885,20.39306979,17.70424781,17.62356264,17.92066215,17.81148511,19.27936014,21.25307988,26.79086757,26.63551396,26.98758665,27.57760975,21.59504188,21.23029784,21.17795923,30.25450796,30.62960398,21.54626202,21.58664974,31.72164328,22.37160785,21.79260913,21.46119677,22.55506244,20.67378813
"Nigeria, Onne",Onne,Onne,40.118804,9.251971,Onne,6.39550197,5.891610255,6.236963052,6.224351177,6.106900797,5.790620045,5.491998838,5.805659657,4.391479642,6.107765341,6.086887188,7.483047675,7.482636831,6.785247122,7.345334594,6.206666106,6.423018398,8.448445732,8.502012241,7.835212685,8.775728937,8.340403522,7.892217034,8.185568588,8.803277127,10.52598718,10.66015437,8.155130259,8.640967369,10.69979067,11.22684454,11.28071475,10.95097732,12.21172153,12.24050436,12.17050323,12.0560358,11.52257446,11.23175245,11.90918336,12.79671785,12.78428434,13.08660286,12.98160698,12.98281544,12.98565393,12.99073615,12.28911078,12.34272622,12.43404535,11.3997035,11.37852997,11.27127128,11.89099124,11.67791757,11.56298055,11.62708123,12.94728348,20.51193648
"India, Chennai",Chennai,Chennai,13.079691,80.282953,Chennai,9.640937235,9.727502016,10.69967802,10.8414251,11.35386288,18.91229597,19.59106243,19.56943173,19.98434005,20.26060147,19.93982368,19.52595426,19.82922096,19.96631856,20.57747289,19.88084287,14.78222898,16.14370376,14.82529556,18.64186144,18.40781642,19.29048607,20.25071826,18.01874634,19.50383925,20.05447548,18.48370145,18.65706024,18.49647887,19.59607907,19.29329573,18.07347745,19.30834169,18.22640209,18.57227822,19.43959159,19.29494704,23.43673232,19.6133371,21.97414485,21.56084117,21.64106001,22.72194748,21.89217026,22.75436456,22.43939964,22.97080968,22.78362121,21.70573632,21.34981108,21.34770704,21.05964196,21.41195063,21.42960038,21.4656763,20.70408708,21.01166465,21.01706672,20.47400159
"Italy, Civitavecchia",Civitavecchia,Civitavecchia,42.093752,11.792246,Civitavecchia,2.048338147,1.605978028,2.318461028,2.788376999,1.742497992,1.742497992,1.122611249,1.93550285,2.231022017,2.970651832,3.062109829,2.927087379,2.921432226,4.036373999,4.524941539,3.934273784,5.244256935,5.180476855,5.95851814,2.482110759,11.18466069,11.61450613,11.62405792,2.227493332,2.866369623,1.194386166,1.194386166,1.194386166,1.194386166,1.194386166,1.194386166,1.302300258,3.548149833,3.548149833,3.440891145,3.443180176,3.876533643,3.02058536,11.63555772,11.63325377,11.63359936,12.22227072,12.27608333,20.59308629,21.07357388,21.67443052,21.36158346,21.42362571,21.93199425,21.54584699,21.09103747,21.40137523,21.1318249,21.13218668,20.17467884,19.89003092,19.6442217,20.82691008,20.37981748
"New Zealand, Auckland",Auckland,Auckland,-36.541281,174.550609,Auckland,19.74190785,19.56145275,19.62663173,19.7706789,19.97811995,20.69965207,20.66629627,20.38844485,20.29939446,19.96681775,19.13177896,19.3629199,18.88913811,19.05948052,17.95110147,18.01095148,17.60327755,18.46855434,18.38181129,18.17139617,18.18141905,18.27001031,17.14483493,17.14099275,18.081973,18.10358819,18.10859461,18.7258756,18.44310301,17.8871038,18.1576102,19.07902767,18.99297486,18.97571804,18.83044132,18.86111887,20.19391985,19.40377316,20.0782817,19.30491094,19.43844796,19.21247462,19.16690232,19.11837147,19.59790961,19.41858964,19.46310771,20.17163956,21.51670845,20.95839271,20.91195728,20.43516953,20.48107802,19.14623203,18.9589351,18.91293486,18.98242499,18.98682969,20.22416243
"United States of America, Boston (US)",Boston (US),Boston ,42.358894,-71.056742,Boston,10.02130998,10.30063901,9.400074589,8.982730965,9.83760025,9.646772848,10.26219993,10.2795659,10.26915449,9.74508637,11.33885962,11.33868468,11.18964708,10.75777104,11.88472185,11.8914141,11.53949074,11.5872909,12.31519137,12.26476667,12.31877311,16.27549392,14.96080524,16.45629982,13.15144165,16.38121836,12.86081296,12.85707245,12.84976862,14.119521,14.11342949,13.71682673,13.80849708,15.52888299,16.35525392,15.21966046,14.48215811,17.86352125,14.9183645,14.91770997,15.57953316,15.37695351,19.05700795,19.05698928,19.09590098,20.78852802,20.63201629,22.43407377,22.59410242,21.67725427,19.87227563,20.47553988,20.27659954,21.80164265,22.04098885,21.86643283,22.26777831,19.84713657,19.84729715
"India, Cochin",Cochin,Cochin,9.963386,76.253661,Cochin,6.402064574,5.504547257,6.111836071,6.239551313,11.70396482,12.10389566,12.76862788,12.1720516,10.82948106,10.12439787,10.76920081,10.58597335,7.36687453,5.857525047,6.122699,6.032956173,6.032956173,6.032956173,5.864570545,6.002517182,8.104167615,5.788624986,12.43877633,9.765078036,14.1356929,13.91479494,13.99936773,14.07443096,13.44723161,17.58964288,13.66969782,13.98200077,14.16261027,14.58753066,14.58742997,15.42414367,15.4912842,15.82399661,20.13928682,22.95610023,23.36169625,20.87830783,21.15547945,20.72417099,20.76062717,20.11421445,19.63742265,19.83864306,19.84898212,19.79514812,19.8243726,19.88532073,20.03858778,24.43667514,24.2546729,19.8805833,19.68195828,19.68423605,19.73952437
"Korea, Republic of, Ulsan",Ulsan,Ulsan,35.549999,129.316605,Ulsan,12.43248989,11.02040111,9.671860005,10.46471834,11.75991743,12.25314259,12.39625234,12.35632161,13.48531318,13.02943549,13.03187907,13.36191006,13.24944377,14.15668931,14.28082947,14.24336738,14.34672435,14.73835192,14.70752215,14.57641519,15.82602438,16.0468267,15.73195307,15.58015175,14.60246331,16.06218846,17.37723917,17.10341005,17.40565468,16.83341188,16.96724376,16.53718049,16.55181237,16.65121239,16.54730709,16.72852077,16.02445106,16.26112769,15.98800998,15.68442792,20.2545623,20.39334111,21.08918287,19.90573034,20.24498531,19.89794115,19.64115419,18.74020111,18.84538494,19.068583,19.30408275,19.20018544,18.98487971,19.13193822,19.43298163,20.42631909,23.73320374,20.69842963,19.27688177
"Turkey, Izmir",Izmir,Izmir,38.415342,27.144474,Izmir,23.27824258,23.48539645,20.59856154,25.8301796,25.55425294,25.58691275,24.83188394,26.00857957,25.93988967,25.11178037,23.6190152,22.1421898,21.45332708,22.29444542,18.92640455,18.99135337,20.01439279,18.70520337,17.99127396,18.07725601,18.05836448,19.1170945,17.17712607,18.50136475,26.41542981,25.59062319,26.84113669,25.36217881,21.30333067,21.86201786,22.5775583,22.72738713,23.05432017,24.70394552,24.08155272,24.62271782,25.20518306,25.322419,25.51476326,25.40641774,24.1277173,25.20941375,26.05811498,22.90358081,22.07385564,39.55203111,20.97992311,21.21911288,20.93200233,21.03186083,20.3862013,19.94951636,20.24913735,20.00194318,20.07929751,19.66150086,19.13103157,20.08492607,19.20784942
"Malaysia, Penang",Penang,Penang,5.406501,100.255908,Penang,12.62479363,10.8856014,13.38959113,14.63872441,15.5903735,14.1351939,14.7127936,14.52211076,13.5851968,14.0948698,14.14528049,17.50663232,17.74562459,17.84901523,17.28270067,17.98276897,18.91926756,19.46368359,19.3663556,19.91453711,19.986328,20.00624623,19.18445697,18.46615505,18.96698725,18.74854269,18.16079229,18.46109906,18.2537592,18.26480853,17.47436821,18.06531298,19.62638441,19.22193426,15.88538021,16.46828947,16.91808993,19.72079694,18.93944541,18.97512095,19.41868373,18.90008773,18.56760439,18.98954504,18.56539929,18.75708625,16.64012522,17.60362066,17.49231153,19.42507722,19.13437638,18.14200751,18.25541356,18.73228883,19.31975672,19.62419817,19.85991154,18.99444619,19.04984277
"United States of America, Tampa",Tampa,Tampa,27.947423,-82.458776,Tampa,3.903909281,3.903909281,8.181224754,8.881213034,8.351627704,8.235552265,8.080292911,7.709491363,7.273370821,7.092535316,7.977559578,9.287332048,7.721483285,7.403391507,7.403391507,7.749358164,8.278946038,7.476060825,7.476060825,6.945949325,7.487236775,7.487236775,7.489795993,7.599710209,8.110211177,5.051061553,5.236879068,5.236879068,8.416087463,9.797421606,9.954567855,9.957929529,9.963155309,9.955290458,9.649718306,9.649997573,7.679656387,7.679656387,6.640530552,6.640530552,8.062640983,8.062640983,8.483257265,8.441808409,8.045964133,8.415516835,10.02071798,10.02071798,11.1699817,11.1699817,11.1699817,11.17657938,11.807306,20.23967562,19.27802133,19.49015011,19.59841477,19.41999841,19.02562272
"Russian Federation, Novorossijsk",Novorossijsk,Novorossijsk,44.723958,37.769071,Novorossijsk,5.965223542,5.488963076,5.487156569,5.43983691,6.463208774,6.788556057,7.520058161,8.524666151,8.551334179,8.859507883,7.425141917,14.46638977,11.41663282,13.15622714,13.29860913,13.29621354,12.80858103,12.86833996,12.98455658,13.0992976,13.19646838,13.0383553,13.00824804,13.39906503,12.98468555,13.99687932,14.4764369,15.55222997,14.81701071,14.73511148,14.68964303,16.60602936,17.88296251,18.24512229,17.61101806,17.74046065,18.6911114,18.14827188,18.58402788,20.43661289,18.19410264,20.04644139,20.17402408,20.25864623,18.89513241,21.31293341,20.81108095,20.83666986,17.05982704,20.56169746,23.70972248,23.45367916,16.67057457,19.82781327,19.3444005,20.33851762,20.12416862,19.58690396,18.88982252
"Côte d'Ivoire, Abidjan",Abidjan,Abidjan,5.320357,-4.016107,Abidjan,14.6419283,15.32895806,16.33658342,15.90243566,15.37207255,14.73889439,14.625972,15.23290231,17.26520411,18.58123214,19.45194876,18.92461303,19.4926989,19.44670404,19.53870914,19.33497588,19.56764129,20.31416691,20.93606122,20.07793681,20.5829187,19.45137247,19.607427,20.24230417,17.05151569,17.53120567,19.49423687,19.02253803,19.52635181,20.03427722,20.60524497,20.86884208,20.56980104,21.36589883,21.11100039,21.33926888,20.6500023,21.86960348,21.33070465,20.75613845,19.82676883,19.64062344,19.36296027,19.16393492,19.0568915,17.87268358,17.74838014,16.04263179,16.12470224,15.84121862,16.17066615,16.28878249,15.66405964,15.51371869,17.95991262,18.1519117,18.19098333,18.12703504,18.66142779
"Malaysia, Pasir Gudang",Pasir Gudang,Pasir Gudang,1.458404,103.880446,Pasir Gudang,16.87209053,15.84398815,16.76861144,16.67024709,16.41136957,17.57458158,15.25046783,16.09711134,16.60679433,16.02232311,14.76584204,16.63716566,19.0152064,18.63981057,19.8516835,19.40932693,19.84785044,17.66497687,18.13877291,17.86206196,18.57451972,18.2827873,16.62754326,16.94993556,16.31609387,17.09596378,18.99625805,16.85632165,15.5401511,15.11688843,14.71363645,15.36664148,15.3688426,14.36888373,14.30952863,15.15925532,15.5361913,16.58619412,15.2139378,14.87960075,14.85195333,20.35485371,20.42006794,19.08451527,18.96084874,19.67723239,19.04028375,19.08378345,18.34867767,18.42859981,17.13170603,17.39249654,18.02324067,18.67395122,18.60246635,20.10392053,19.474909,19.30949319,18.58260692
"United Arab Emirates, Khor Fakkan",Khor Fakkan,Khor Fakkan,25.357023,56.345803,Khor Fakkan,23.59802054,25.61274473,25.91218396,24.23550072,24.77629801,25.00691339,24.82401982,24.40324406,24.7933325,24.75834184,25.57402089,31.1970072,31.20999066,31.00966357,30.95315625,30.95505897,31.82369612,31.57476634,31.47151137,35.36146017,34.02984366,31.6862861,31.83202249,33.63041783,35.44468408,35.56949742,38.04732261,42.70354635,42.68079475,42.42038281,42.38054767,42.26780155,42.47207487,42.66150667,42.36366499,42.01205031,41.82585236,44.63015794,45.14343113,44.84174478,45.1138657,43.75456516,44.10757184,43.9824336,43.64212292,43.25731377,44.13805496,44.08717155,49.00851399,47.89716397,47.10532245,47.13811278,8.850404559,19.9319491,19.51886002,18.64744725,18.28207938,18.28207938,18.28528658
